1249743,509056
263120,57265
136641,19713
111305,19240
105524,25627
116707,22416
106385,20489
108275,17851
104528,20610
101405,18411
92182,109383
94902,34934
88253,26333
82091,20282
88815,54301
79140,29206
88304,23029
95925,33723
104626,25174
97677,20635
86193,57666
91272,30781
98295,26294
94913,28989
110618,22499
165779,39418
130340,27119
93055,34054
85450,19787
86024,38546
82187,18380
255292,37065
88269,21198
82345,42023
87285,25314
78465,37546
96033,17379
106280,17581
84973,32404
79457,23454
84267,34584
75573,19295
73351,39630
105024,18459
89295,19064
91042,50828
89534,21869
84105,18504
97942,113712
98385,89602
94816,49679
91694,18526
94854,38239
96174,29731
99711,35486
89959,38589
93945,37725
91773,20046
94732,21278
95742,43433
106022,39690
87268,52699
99058,21392
101548,39922
91440,22454
84218,19783
100741,51260
112996,24490
96752,40082
181570,116014
109418,43290
94605,92185
89345,171342
87228,103020
90527,34753
91320,33315
89656,21604
410240,39759
95449,19410
82445,38804
75584,44069
82088,46038
266176,69828
90687,41763
85785,24713
266391,26264
86479,296915
104074,31823
75157,42894
81854,48388
79817,38026
87755,47624
80064,30582
186473,45572
96693,38808
89134,23799
508330,18463
90945,17946
154065,18503
100253,59314
88018,24756
91440,18092
96103,42802
102720,20948
93897,18722
94290,40066
94407,20505
95406,21628
88601,37432
88683,171132
90429,147840
94661,37170
102759,20360
105970,29379
112648,39320
82893,29534
109177,55957
105299,44551
112863,27005
155682,43977
87619,32775
90290,63935
83938,32109
89327,49496
100972,31266
87824,20603
99516,48862
97275,28199
116253,41184
86088,27858
79750,28478
84061,58025
80108,31209
85845,23634
93336,42360
88490,21037
152493,40199
84539,19919
82529,60310
86843,24059
85540,54753
82683,34142
149155,35638
89598,17530
87932,15835
97103,61366
84110,33546
85952,18738
80769,45227
87396,24964
161590,56155
87003,19144
84095,17572
78599,38422
83487,19169
75607,42252
78395,21030
83148,41990
80221,20414
93407,37302
318939,42468
156585,27039
262222,50019
104804,34378
84273,22703
87536,40852
85315,29317
1413543,235500
999178,99830
357637,83535
323737,100259
282602,25673
305746,26329
157677,19488
137600,18420
131646,23800
108092,124345
105395,25041
121556,1433495
118512,70852
117485,427198
89408,243419
73047,190595
107757,131538
82945,97544
84984,18991
81167,19201
81262,18836
237333,24355
97036,19186
282321,62346
78044,20862
118525,21942
83297,21244
71493,19447
139500,17434
94450,17755
118180,29597
104181,31012
88429,17644
104926,51159
88048,33926
88001,33183
80043,28508
73380,21457
89676,21727
79514,254866
86300,33432
92604,27041
121307,18056
86105,45551
109189,20311
118487,20501
100478,20154
95860,20008
267611,19067
106352,17773
110592,18959
125487,19188
97962,21318
112764,44184
125326,20234
96045,26922
341466,19164
133640,17877
85215,16750
99301,16992
80795,22783
94993,17313
177190,16213
88995,40056
92697,26276
99220,17375
100955,20591
111957,19303
102262,50290
199212,24638
91854,34475
83781,115324
85794,19267
96688,49795
90911,42408
119786,22046
84907,16527
82232,16329
75961,28642
93420,39204
85914,19339
122342,19220
110061,234832
573488,236205
343476,168452
302488,41411
318430,20143
370025,20089
657224,56336
579551,46975
419478,56440
501090,34187
821391,18127
521376,18666
847093,134096
108685,110879
109464,119572
109901,38448
100962,18904
113120,18973
104708,17387
88080,27633
114665,28948
92999,36115
88753,21415
160606,17218
116685,38388
94199,21374
90417,20691
105182,17513
92637,42995
84068,20600
156142,27652
125743,435252
122421,21772
93975,22029
92588,16991
93679,35895
80158,36998
108571,32498
114067,34909
136577,28525
77855,19687
81876,23693
74490,28011
74915,37800
154546,21199
116780,18142
123038,36421
154594,24312
97492,29427
115319,36697
95705,18532
77543,18892
83731,18375
76946,30390
89629,18390
93630,27965
95283,29784
85556,15861
70528,33678
83430,36056
83638,27092
87806,21824
83587,48500
167072,20905
372591,18198
122679,18813
189527,20266
113271,19186
92200,197066
93727,165937
87999,198673
121754,901731
106504,31005
85726,34094
85491,26254
89348,19569
